Hole no.,Date ,Block,E/W,N/S,ELEV,%Ni,%Fe,%Co
3064_T3,09-Mar-98,E058,E575,S775,359.74,,,
6966_T3,10-Aug-01,F058,E575,S775,190.15,,,
849_T3_06,26-Oct-06,E068,E575,S775,157.68,,,
3053_T3,05-Mar-98,E059,E600,S775,365.26,,,
864_T3_06,1-Nov-06,E069,E600,S775,140.66,,,
7042_T3,22-Aug-01,F059,E600,S775,444.63,,,
3058_T3,02-Mar-98,E059,E625,S775,367.19,,,
6942_T3,06-Aug-01,F059,E625,S775,258.76,,,
6954_T3,04-Aug-01,F059,E650,S775,262.94,,,
4373_T3,05-Aug-99,E059,E650,S775,415.94,,,
6824_T3,05-Jul-01,F059,E675,S775,279.81,,,
4270_T3,12-Jul-99,E059,E675,S775,356.28,,,
6823_T3,04-Jul-01,F059,E700,S775,272.7,,,
4276_T3,13-Jul-99,E059,E700,S775,329.8,,,
4414_T3,10-Aug-99,E059,E725,S775,216.86,,,
6772_T3,18-Jun-01,F059,E725,S775,273.25,,,
2487_T3,15-Jul-97,D049,E750,S775,329.48,,,
6771_T3,16-Jun-01,F059,E750,S775,269.38,,,
390_T3_06,26-Jan-06,E059,E750,S775,344.33,,,
6770_T3,15-Jun-01,F059,E775,S775,257.02,,,
2378_T3,16-Jun-97,D049,E775,S775,210.05,,,
388_T3_06,24-Jan-06,E059,E775,S775,353.03,,,
2406_T3,01-Jul-97,D049,E800,S775,201.35,,,
6769_T3,14-Jun-01,F059,E800,S775,272.23,,,
3668_T3,01-Oct-98,C049,E825,S775,476.48,,,
2376_T3,13-Jun-97,D049,E825,S775,219.41,,,
6768_T3,14-Jun-01,F059,E825,S775,271.62,,,
3673_T3,02-Oct-98,C049,E850,S775,436.56,,,
6767_T3,13-Jun-01,F059,E850,S775,251.91,,,
2385_T3,13-Jun-97,D049,E850,S775,207.49,,,
3693_T3,08-Oct-98,C049,E875,S775,418.62,,,
2373_T3,10-Jun-97,D049,E875,S775,203.71,,,
6766_T3,11-Jun-01,F059,E875,S775,268.72,,,
6928_T3,01-Aug-01,F067,E000,S800,263.71,,,
530_T3_06,17-May-06,B057,E000,S800,329.78,,,
414_T3_06,23-Feb-06,E067,E000,S800,350.03,,,
3741_T3,26-Oct-98,C057,E000,S800,473.62,,,
2392_T3,16-Jun-97,D057,E025,S800,220.5,,,
3739_T3,24-Oct-98,C057,E025,S800,415.01,,,
6927_T3,28-Jul-01,F067,E025,S800,266.87,,,
2413_T3,01-Jul-97,D057,E050,S800,308.11,,,
422_T3_06,1-Mar-06,E067,E050,S800,343.25,,,
523_T3_06,13-May-06,B057,E050,S800,257.02,,,
3718_T3,19-Oct-98,C057,E050,S800,478.11,,,
6908_T3,21-Jul-01,F067,E050,S800,257.69,,,
3822_T3,04-Dec-98,C057,E075,S800,444.84,,,
6980_T3,09-Aug-01,F067,E075,S800,195.2,,,
5851_T3,10-Aug-00,E067,E075,S800,111.55,,,
3030_T3,11-Feb-98,E057,E075,S800,127.47,,,
2404_T3,19-Jun-97,D057,E075,S800,218.45,,,
3811_T3,01-Dec-98,C057,E100,S800,455.84,,,
2458_T3,08-Jul-97,D057,E100,S800,298.23,,,
3078_T3,09-Mar-98,E057,E100,S800,391.24,,,
5903_T3,19-Aug-00,E067,E100,S800,130.85,,,
6903_T3,30-Jul-01,F067,E100,S800,266.78,,,
514_T3_06,5-May-06,B057,E100,S800,285.25,,,
7230_T3,02-Oct-01,F057,E125,S800,378.44,,,
2464_T3,09-Jul-97,D057,E125,S800,294.75,,,
3069_T3,16-Mar-98,E057,E125,S800,388.42,,,
6577_T3,17-Apr-01,E067,E125,S800,128.44,,,
6905_T3,28-Jul-01,F067,E125,S800,264.24,,,
3802_T3,28-Nov-98,C057,E125,S800,449.9,,,
2514_T3,01-Aug-97,D057,E150,S800,324.97,,,
7255_T3,06-Oct-01,F057,E150,S800,410.61,,,
6559_T3,10-Apr-01,E067,E150,S800,122.62,,,
491_T3_06,19-Apr-06,B057,E150,S800,273.32,,,
6898_T3,19-Jul-01,F067,E150,S800,259.67,,,
3793_T3,20-Nov-98,C057,E150,S800,442.72,,,
3114_T3,25-Mar-98,E057,E150,S800,375.68,,,
2520_T3,02-Aug-97,D057,E175,S800,325.6,,,
7238_T3,06-Oct-01,F057,E175,S800,402.94,,,
6552_T3,07-Apr-01,E067,E175,S800,104.69,,,
3788_T3,20-Nov-98,C057,E175,S800,445.37,,,
6913_T3,21-Jul-01,F067,E175,S800,268.2,,,
2970_T3,28-Jan-98,E057,E175,S800,128.82,,,
3824_T3,04-Dec-98,C057,E200,S800,471.18,,,
2532_T3,05-Aug-97,D057,E200,S800,304.94,,,
7237_T3,06-Oct-01,F057,E200,S800,390.1,,,
4715_T3,12-Oct-99,E067,E200,S800,177.72,,,
2946_T3,15-Jan-98,E057,E200,S800,138.57,,,
6893_T3,18-Jul-01,F067,E200,S800,263.11,,,
482_T3_06,7-Apr-06,B057,E200,S800,340.91,,,
2910_T3,11-Nov-97,E057,E225,S800,153.05,,,
4716_T3,13-Oct-99,E067,E225,S800,169.62,,,
2611_T3,15-Aug-97,D057,E225,S800,262.8,,,
3843_T3,21-Dec-98,C057,E225,S800,461.94,,,
7191_T3,27-Sep-01,F057,E225,S800,395.56,,,
3853_T3,06-Jan-99,C057,E250,S800,452.88,,,
3127_T3,13-Apr-98,E057,E250,S800,383.55,,,
2617_T3,16-Aug-97,D057,E250,S800,268.94,,,
1907_T3,23-Aug-96,E067,E250,S800,297.14,,,
7163_T3,24-Sep-01,F057,E250,S800,377.8,,,
501_T3_06,26-Apr-06,C057,E250,S800,277.16,,,
3872_T3,03-Feb-99,C057,E275,S800,442.35,,,
7167_T3,18-Sep-01,F057,E275,S800,417.8,,,
3155_T3,22-Apr-98,E057,E275,S800,212.91,,,
2497_T3,23-Jul-97,D057,E275,S800,331.45,,,
1925_T3,29-Jul-96,E067,E275,S800,228.89,,,
VDH0402,14-May-88,E068,E300,S800,192.39,,,
7169_T3,19-Sep-01,F058,E300,S800,416.01,,,
VDH0382,20-Apr-88,D058,E300,S800,217.89,,,
3104_T3,27-Mar-98,E058,E300,S800,343.58,,,
507_T3_06,29-Apr-06,B057,E300,S800,299.09,,,
3051_T3,07-Mar-98,E058,E325,S800,367.85,,,
7150_T3,13-Sep-01,F058,E325,S800,394.05,,,
2528_T3,17-Jul-97,D058,E325,S800,262.27,,,
1913_T3,26-Jul-96,E068,E325,S800,238.65,,,
7151_T3,14-Sep-01,F058,E350,S800,371.98,,,
2534_T3,18-Jul-97,D058,E350,S800,214.18,,,
2929_T3,20-Nov-97,E058,E350,S800,147.43,,,
537_T3_06,25-May-06,B058,E350,S800,341.33,,,
1932_T3,30-Jul-96,E068,E350,S800,229.18,,,
7093_T3,01-Sep-01,F058,E375,S800,421.21,,,
3361_T3,09-Jul-98,E068,E375,S800,319.54,,,
2975_T3,11-Nov-97,E058,E375,S800,185.04,,,
2540_T3,19-Jul-97,D058,E375,S800,265.2,,,
2609_T3,01-Aug-97,D058,E400,S800,310.82,,,
3016_T3,06-Feb-98,E058,E400,S800,111.01,,,
3346_T3,06-Jul-98,E068,E400,S800,333.76,,,
533_T3_06,19-May-06,B058,E400,S800,288.48,,,
7074_T3,31-Aug-01,F058,E400,S800,412.15,,,
3006_T3,02-Feb-98,E058,E425,S800,151.29,,,
2627_T3,05-Aug-97,D058,E425,S800,318.9,,,
5429_T3,17-May-00,E068,E425,S800,139.1,,,
7056_T3,28-Aug-01,F058,E425,S800,436.14,,,
2548_T3,01-Aug-97,D058,E450,S800,329.69,,,
3022_T3,11-Feb-98,E058,E450,S800,112.77,,,
5427_T3,13-May-00,E068,E450,S800,130.67,,,
535_T3_06,23-May-06,B058,E450,S800,348.59,,,
7054_T3,25-Aug-01,F058,E450,S800,426.98,,,
2602_T3,15-Aug-97,D058,E475,S800,274.08,,,
3028_T3,18-Feb-98,E058,E475,S800,131.61,,,
5504_T3,26-May-00,E068,E475,S800,169.24,,,
7066_T3,27-Aug-01,F058,E475,S800,441.08,,,
2588_T3,01-Aug-97,D058,E500,S800,325.31,,,
531_T3_06,18-May-06,B058,E500,S800,352.63,,,
3034_T3,19-Feb-98,E058,E500,S800,141.55,,,
7050_T3,25-Aug-01,F058,E500,S800,448.75,,,
5503_T3,25-May-00,E068,E500,S800,127.86,,,
3040_T3,21-Feb-98,E058,E525,S800,355.19,,,
7037_T3,23-Aug-01,F058,E525,S800,441.18,,,
5505_T3,29-May-00,E068,E525,S800,134.98,,,
3429_T3,1-Jan-01,E058,E550,S800,140.16,,,
527_T3_06,16-May-06,B058,E550,S800,348.95,,,
7031_T3,21-Aug-01,F058,E550,S800,424.15,,,
5506_T3,30-May-00,E068,E550,S800,377.08,,,
6994_T3,13-Aug-01,F058,E575,S800,196.12,,,
3424_T3,29-Jul-98,E058,E575,S800,382.05,,,
4275_T3,08-Jul-99,E059,E600,S800,227.64,,,
7023_T3,21-Aug-01,F059,E600,S800,432.92,,,
6964_T3,08-Aug-01,F059,E625,S800,251.94,,,
4264_T3,09-Jul-99,E059,E625,S800,349.7,,,
6953_T3,04-Aug-01,F059,E650,S800,260.83,,,
4372_T3,04-Aug-99,E059,E650,S800,295.18,,,
6985_T3,10-Aug-01,F059,E675,S800,199.74,,,
4307_T3,16-Jul-99,E059,E675,S800,339.2,,,
6972_T3,09-Aug-01,F059,E700,S800,197.01,,,
4306_T3,15-Jul-99,E059,E700,S800,329.47,,,
409_T3_06,23-Feb-06,C049,E700,S800,346.19,,,
6955_T3,04-Aug-01,F059,E725,S800,257.39,,,
4420_T3,11-Aug-99,E059,E725,S800,209,,,
6978_T3,08-Aug-01,F059,E750,S800,192.62,,,
420_T3_06,1-Mar-06,C049,E750,S800,343.96,,,
2481_T3,14-Jul-97,D049,E750,S800,292.2,,,
396_T3_06,5-Feb-06,E059,E750,S800,349.27,,,
6988_T3,09-Aug-01,F059,E775,S800,193.47,,,
392_T3_06,1-Feb-06,E059,E775,S800,373.38,,,
2384_T3,17-Jun-97,D049,E775,S800,211.96,,,
3682_T3,03-Oct-98,D049,E800,S800,429.12,,,
6948_T3,04-Aug-01,F059,E800,S800,258.33,,,
3857_T3,06-Jan-99,C049,E800,S800,451.59,,,
411_T3_06,21-Feb-06,E059,E800,S800,348.43,,,
3669_T3,02-Oct-98,D049,E825,S800,437.43,,,
6947_T3,03-Aug-01,F059,E825,S800,253.28,,,
3663_T3,30-Sep-98,C049,E825,S800,463.78,,,
6946_T3,03-Aug-01,F059,E850,S800,260.1,,,
3686_T3,07-Oct-98,C049,E850,S800,417.88,,,
415_T3_06,1-Mar-06,E059,E850,S800,343.38,,,
2379_T3,11-Jun-97,D049,E850,S800,205.87,,,
6929_T3,02-Aug-01,F059,E875,S800,259.83,,,
3659_T3,28-Sep-98,D049,E875,S800,457.13,,,
3729_T3,30-Oct-98,C049,E875,S800,407.55,,,
6958_T3,04-Aug-01,F067,E000,S825,265.16,,,
3777_T3,18-Nov-98,C057,E000,S825,452.23,,,
2429_T3,21-Jun-97,D057,E000,S825,229.24,,,
391_T3_06,27-Jan-06,E067,E000,S825,350.81,,,
3765_T3,10-Nov-98,C057,E025,S825,427.42,,,
2417_T3,18-Jun-97,D057,E025,S825,225.46,,,
393_T3_06,2-Feb-06,E067,E025,S825,347.29,,,
6909_T3,27-Jul-01,F067,E025,S825,268.78,,,
2218_T3,12-Nov-96,D057,E050,S825,204.2,,,
6870_T3,20-Jul-01,F067,E050,S825,267.9,,,
3656_T3,29-Sep-98,C057,E050,S825,440.13,,,
373_T3_05,9-Dec-05,E067,E050,S825,353.19,,,
3661_T3,01-Oct-98,C057,E075,S825,459.31,,,
6979_T3,08-Aug-01,F067,E075,S825,196.61,,,
2224_T3,14-Nov-96,D057,E075,S825,227.26,,,
3036_T3,18-Feb-98,E057,E075,S825,127.95,,,
6582_T3,20-Apr-01,E067,E075,S825,116.66,,,
3678_T3,03-Oct-98,C057,E100,S825,423.02,,,
3072_T3,05-Mar-98,E057,E100,S825,354.76,,,
6581_T3,19-Apr-01,E067,E100,S825,124.71,,,
2229_T3,25-Nov-96,D057,E100,S825,223.19,,,
6937_T3,31-Jul-01,F067,E100,S825,263.57,,,
7254_T3,05-Oct-01,F057,E125,S825,389.67,,,
3687_T3,08-Oct-98,C057,E125,S825,423.75,,,
2223_T3,14-Nov-96,D057,E125,S825,242.37,,,
6578_T3,18-Apr-01,E067,E125,S825,132.98,,,
3075_T3,18-Mar-98,E057,E125,S825,386.52,,,
6906_T3,30-Jul-01,F067,E125,S825,267.76,,,
7224_T3,01-Oct-01,F057,E150,S825,417.44,,,
2217_T3,12-Nov-96,D057,E150,S825,222.58,,,
3700_T3,14-Oct-98,C057,E150,S825,436.26,,,
6571_T3,16-Apr-01,E067,E150,S825,145.13,,,
6899_T3,20-Jul-01,F067,E150,S825,253.33,,,
3108_T3,23-Mar-98,E051,E150,S825,379.76,,,
7225_T3,02-Oct-01,F057,E175,S825,377.11,,,
6570_T3,11-Apr-01,E067,E175,S825,130.45,,,
6914_T3,23-Jul-01,F067,E175,S825,265.52,,,
2252_T3,26-Nov-97,D057,E175,S825,122.26,,,
3742_T3,26-Oct-98,C057,E175,S825,477.72,,,
2976_T3,30-Jan-98,E057,E175,S825,162.2,,,
7226_T3,03-Oct-01,F057,E200,S825,352.7,,,
3771_T3,12-Nov-98,C057,E200,S825,426.89,,,
6894_T3,19-Jul-01,F067,E200,S825,258.51,,,
3329_T3,25-Jun-98,E067,E200,S825,291.03,,,
2246_T3,25-Nov-96,D057,E200,S825,217.3,,,
2934_T3,25-Nov-97,E057,E200,S825,125.3,,,
3335_T3,01-Jul-98,E067,E225,S825,158.31,,,
7245_T3,04-Oct-01,F057,E225,S825,376.51,,,
2358_T3,09-Jun-97,D057,E225,S825,213.79,,,
3766_T3,10-Nov-98,C057,E225,S825,423.07,,,
2928_T3,20-Nov-97,E057,E225,S825,171.13,,,
3118_T3,02-Apr-98,E057,E250,S825,425.79,,,
3340_T3,02-Jul-98,E067,E250,S825,338.08,,,
3860_T3,07-Jan-99,C057,E250,S825,462.96,,,
2352_T3,07-Jun-97,D057,E250,S825,197.92,,,
7181_T3,22-Sep-01,F057,E250,S825,370.76,,,
2346_T3,05-Jun-97,D057,E275,S825,209.56,,,
3345_T3,06-Jul-98,E067,E275,S825,372.8,,,
3868_T3,15-Jan-99,C057,E275,S825,433.97,,,
3151_T3,20-Apr-98,E057,E275,S825,423.7,,,
7180_T3,21-Sep-01,F057,E275,S825,367.71,,,
7179_T3,20-Sep-01,F058,E300,S825,396.18,,,
3093_T3,24-Mar-98,E058,E300,S825,444.02,,,
2407_T3,26-Jun-97,D058,E300,S825,304.67,,,
1931_T3,30-Jul-96,E068,E300,S825,253.3,,,
3356_T3,08-Jul-98,E068,E325,S825,329.58,,,
3057_T3,1-Jan-01,E058,E325,S825,141.87,,,
7137_T3,13-Sep-01,F058,E325,S825,408.49,,,
2401_T3,21-Jun-97,D058,E325,S825,184.14,,,
7116_T3,06-Sep-01,F058,E350,S825,399.73,,,
3365_T3,10-Jul-98,E068,E350,S825,331.54,,,
2395_T3,18-Jun-97,D058,E350,S825,214.15,,,
2953_T3,25-Nov-97,E058,E350,S825,180.32,,,
3011_T3,04-Feb-98,E058,E375,S825,127.68,,,
7094_T3,04-Sep-01,F058,E375,S825,381.88,,,
3284_T3,09-Jun-98,E068,E375,S825,343.06,,,
2389_T3,16-Jun-97,D058,E375,S825,184.39,,,
3010_T3,04-Feb-98,E058,E400,S825,123.46,,,
7090_T3,08-Sep-01,F058,E400,S825,392.43,,,
3294_T3,11-Jun-98,E068,E400,S825,346.82,,,
2546_T3,19-Jul-97,D058,E400,S825,309.23,,,
2633_T3,06-Aug-97,D058,E425,S825,287.65,,,
5461_T3,18-May-00,E068,E425,S825,139.16,,,
7068_T3,28-Aug-01,F058,E425,S825,442.3,,,
3004_T3,30-Jan-98,E058,E425,S825,161.9,,,
2554_T3,02-Aug-97,D058,E450,S825,307.6,,,
5428_T3,16-May-00,E068,E450,S825,147.52,,,
2998_T3,24-Jan-98,E058,E450,S825,148.37,,,
7067_T3,28-Aug-01,F058,E450,S825,409.56,,,
2608_T3,16-Aug-97,D058,E475,S825,323.65,,,
2992_T3,20-Jan-98,E058,E475,S825,130.71,,,
5460_T3,22-May-00,E068,E475,S825,125.53,,,
7059_T3,27-Aug-01,F058,E475,S825,446.33,,,
2974_T3,19-Dec-97,E058,E500,S825,142.76,,,
2558_T3,21-Jul-97,D058,E500,S825,335.1,,,
5462_T3,23-May-00,E068,E500,S825,145.22,,,
7078_T3,28-Aug-01,F058,E500,S825,442.64,,,
2594_T3,02-Aug-97,D058,E525,S825,322.24,,,
7036_T3,22-Aug-01,F058,E525,S825,429.4,,,
5502_T3,24-May-00,E068,E525,S825,131.61,,,
3046_T3,25-Feb-98,E058,E525,S825,375.12,,,
2600_T3,02-Aug-97,D058,E550,S825,303,,,
7030_T3,20-Aug-01,F058,E550,S825,438.15,,,
3434_T3,31-Jul-98,E058,E550,S825,386.88,,,
5507_T3,31-May-00,E068,E550,S825,402.2,,,
3435_T3,01-Aug-98,E058,E575,S825,382.93,,,
6995_T3,14-Aug-01,F058,E575,S825,206.73,,,
7022_T3,20-Aug-01,F059,E600,S825,433.79,,,
4347_T3,30-Jul-99,E059,E600,S825,325.77,,,
4375_T3,04-Aug-99,E059,E625,S825,347,,,
6969_T3,09-Aug-01,F059,E625,S825,197.82,,,
4380_T3,05-Jul-99,E059,E650,S825,275.48,,,
6987_T3,11-Aug-01,F059,E650,S825,207.61,,,
6986_T3,11-Aug-01,F059,E675,S825,204.37,,,
4312_T3,19-Jul-99,E059,E675,S825,326.8,,,
6971_T3,08-Aug-01,F059,E700,S825,264.29,,,
4318_T3,19-Jul-99,E059,E700,S825,294.25,,,
6956_T3,04-Aug-01,F059,E725,S825,262.69,,,
4434_T3,14-Aug-99,E059,E725,S825,221.5,,,
6989_T3,09-Aug-01,F059,E750,S825,191.5,,,
2475_T3,14-Jul-97,D049,E750,S825,253.56,,,
365_T3_05,26-Nov-05,E059,E750,S825,342.75,,,
6961_T3,06-Aug-01,F059,E775,S825,259.56,,,
3864_T3,09-Jan-99,C049,E775,S825,457.87,,,
2396_T3,18-Jun-97,D049,E775,S825,213.02,,,
369_T3_05,2-Dec-05,E059,E775,S825,373.41,,,
6962_T3,06-Aug-01,F059,E800,S825,244.41,,,
3861_T3,07-Jan-99,C049,E800,S825,459.88,,,
2402_T3,19-Jun-97,D049,E800,S825,185.94,,,
372_T3_05,8-Dec-05,E059,E800,S825,367.8,,,
2420_T3,01-Jul-97,D049,E825,S825,233.62,,,
6963_T3,07-Aug-01,F059,E825,S825,257.77,,,
376_T3_06,15-Dec-06,E059,E825,S825,133.61,,,
3662_T3,29-Sep-98,C049,E825,S825,460.63,,,
3684_T3,06-Oct-98,C049,E850,S825,453.26,,,
6976_T3,07-Aug-01,F059,E850,S825,246.92,,,
381_T3_06,11-Jan-06,E059,E850,S825,355.57,,,
3665_T3,30-Sep-98,D049,E850,S825,448.82,,,
3763_T3,07-Nov-98,C049,E875,S825,417.19,,,
6977_T3,08-Aug-01,F059,E875,S825,267.51,,,
386_T3_06,17-Jan-06,E059,E875,S825,354.79,,,
2327_T3,25-Jun-97,D049,E875,S825,300.35,,,
2030_T3,03-Sep-96,D057,E000,S850,251.95,,,
400_T3_06,15-Feb-06,E067,E000,S850,357.01,,,
7013_T3,16-Aug-01,F067,E000,S850,433.37,,,
3782_T3,19-Nov-98,C057,E000,S850,428.68,,,
6959_T3,06-Aug-01,F067,E025,S850,254.84,,,
2411_T3,17-Jun-97,D057,E025,S850,215,,,
3620_T3,17-Sep-98,C057,E025,S850,455.51,,,
397_T3_06,8-Feb-06,E067,E025,S850,348.48,,,
6960_T3,06-Aug-01,F067,E050,S850,252.46,,,
2060_T3,14-Sep-96,D057,E050,S850,222.46,,,
378_T3_06,19-Dec-06,E067,E050,S850,132.58,,,
3625_T3,19-Sep-98,C057,E050,S850,415.28,,,
536_T3_06,25-May-06,B057,E050,S850,342.94,,,
6938_T3,01-Aug-01,F067,E075,S850,263.66,,,
4674_T3,04-Oct-99,E067,E075,S850,173.01,,,
3042_T3,19-Feb-98,E057,E075,S850,90.84,,,
3629_T3,21-Sep-98,C057,E075,S850,427.33,,,
2230_T3,25-Nov-96,D057,E075,S850,232.71,,,
4657_T3,04-Oct-99,E067,E100,S850,175.66,,,
3634_T3,23-Sep-98,C057,E100,S850,426.69,,,
3048_T3,24-Feb-98,E057,E100,S850,375.38,,,
504_T3_06,28-Apr-06,B057,E100,S850,301.17,,,
6930_T3,31-Jul-01,F067,E100,S850,256.13,,,
4658_T3,05-Oct-99,E067,E125,S850,160.63,,,
2247_T3,14-Jan-97,D057,E125,S850,224.39,,,
6917_T3,21-Jul-01,F067,E125,S850,258.52,,,
3054_T3,25-Feb-98,E057,E125,S850,396.54,,,
3642_T3,25-Sep-98,C057,E125,S850,444.25,,,
7195_T3,27-Sep-01,F057,E125,S850,400.35,,,
2027_T3,03-Sep-96,D057,E150,S850,219.47,,,
3708_T3,16-Oct-98,C057,E150,S850,482.35,,,
486_T3_06,17-Apr-06,B057,E150,S850,333.39,,,
3102_T3,19-Mar-98,E057,E150,S850,391.54,,,
6918_T3,23-Jul-01,F067,E150,S850,267.81,,,
1904_T3,23-Jul-96,E067,E150,S850,300.09,,,
2235_T3,28-Nov-96,D057,E150,S850,242.22,,,
7196_T3,29-Sep-01,F057,E150,S850,374.06,,,
2988_T3,05-Feb-98,E057,E175,S850,117.19,,,
7236_T3,05-Oct-01,F057,E175,S850,419.84,,,
4679_T3,07-Oct-99,E067,E175,S850,165.29,,,
2240_T3,14-Nov-96,D057,E175,S850,217.01,,,
6915_T3,27-Jul-01,F067,E175,S850,267.92,,,
3746_T3,29-Oct-98,C057,E175,S850,444.11,,,
2022_T3,02-Sep-96,D057,E200,S850,251.6,,,
2982_T3,04-Feb-98,E057,E200,S850,135.6,,,
7223_T3,04-Oct-01,F057,E200,S850,384.08,,,
3759_T3,05-Nov-98,C057,E200,S850,423.63,,,
6910_T3,20-Jul-01,F067,E200,S850,252.34,,,
1910_T3,29-Jul-96,E067,E200,S850,240.98,,,
476_T3_06,4-Apr-06,B057,E200,S850,312.52,,,
7222_T3,03-Oct-01,F057,E225,S850,368.04,,,
3348_T3,06-Jul-98,E067,E225,S850,342.91,,,
3136_T3,15-Apr-98,D057,E225,S850,436.4,,,
2916_T3,18-Nov-97,E057,E225,S850,140.95,,,
3646_T3,25-Sep-98,C057,E225,S850,456.55,,,
2102_T3,02-Oct-96,D057,E250,S850,212.51,,,
7246_T3,04-Oct-01,F057,E250,S850,377.57,,,
496_T3_06,21-Apr-06,C051,E250,S850,338.7,,,
3105_T3,28-Mar-98,E057,E250,S850,424.23,,,
1916_T3,30-Jul-96,E067,E250,S850,202.35,,,
3336_T3,02-Jul-98,E067,E275,S850,307.48,,,
2340_T3,04-Jun-97,D057,E275,S850,206.65,,,
3130_T3,15-Apr-98,E057,E275,S850,427.34,,,
7192_T3,27-Sep-01,F057,E275,S850,399.4,,,
1911_T3,01-Aug-96,E068,E300,S850,224.08,,,
493_T3_06,20-Apr-06,B058,E300,S850,263.19,,,
3087_T3,20-Mar-98,E058,E300,S850,369.82,,,
7193_T3,28-Sep-01,F058,E300,S850,403.51,,,
2090_T3,30-Sep-96,D058,E300,S850,251.9,,,
2371_T3,07-Jun-97,D058,E325,S850,205.1,,,
3350_T3,08-Jul-98,E068,E325,S850,343.52,,,
7136_T3,12-Sep-01,F058,E325,S850,372.36,,,
3084_T3,16-Mar-98,E058,E325,S850,363.75,,,
2959_T3,02-Dec-97,E058,E350,S850,155.84,,,
7117_T3,07-Sep-01,F058,E350,S850,394.5,,,
494_T3_06,20-Apr-06,C058,E350,S850,296.67,,,
6592_T3,23-Apr-01,E068,E350,S850,102.25,,,
2084_T3,27-Sep-96,D058,E350,S850,239.3,,,
2951_T3,03-Feb-98,E058,E375,S850,138.82,,,
7092_T3,05-Sep-01,F058,E375,S850,379,,,
3371_T3,11-Jul-98,E068,E375,S850,334.55,,,
2383_T3,11-Jun-97,D058,E375,S850,204.53,,,
7091_T3,04-Sep-01,F058,E400,S850,378.12,,,
2944_T3,14-Nov-97,E058,E400,S850,182.99,,,
3321_T3,19-Jun-98,E068,E400,S850,325.52,,,
2552_T3,21-Jul-97,D058,E400,S850,307.7,,,
506_T3_06,29-Apr-06,B058,E400,S850,282.88,,,
2639_T3,07-Aug-97,D058,E425,S850,291.67,,,
3297_T3,13-Jun-98,E068,E425,S850,211.83,,,
2950_T3,18-Nov-97,E058,E425,S850,119.85,,,
7084_T3,29-Aug-01,F058,E425,S850,430.34,,,
2560_T3,04-Aug-97,D058,E450,S850,329.03,,,
2956_T3,11-Nov-97,E058,E450,S850,173.14,,,
522_T3_06,12-May-06,B058,E450,S850,275.62,,,
3302_T3,15-Jun-98,E068,E450,S850,361.67,,,
7079_T3,29-Aug-01,F058,E450,S850,412.77,,,
2614_T3,18-Aug-97,D058,E475,S850,328.5,,,
6599_T3,24-Apr-01,E068,E475,S850,121.98,,,
2962_T3,24-Nov-97,E058,E475,S850,173.06,,,
7080_T3,30-Aug-01,F058,E475,S850,420.96,,,
5577_T3,09-Jun-00,E068,E500,S850,79.88,,,
519_T3_06,10-May-06,B058,E500,S850,265.57,,,
2648_T3,12-Aug-97,D058,E500,S850,304.01,,,
2986_T3,16-Jan-98,E058,E500,S850,135.4,,,
7096_T3,31-Aug-01,F058,E500,S850,410.46,,,
3439_T3,04-Aug-98,E058,E525,S850,391.7,,,
5555_T3,08-Jun-00,E068,E525,S850,102.47,,,
7020_T3,21-Aug-01,F058,E525,S850,428.42,,,
2564_T3,22-Jul-97,D058,E525,S850,326.22,,,
5517_T3,01-Jun-00,E068,E550,S850,283.12,,,
2606_T3,04-Aug-97,D058,E550,S850,296.24,,,
520_T3_06,10-May-06,B058,E550,S850,253.26,,,
2144_T3,15-Oct-96,C048,E550,S850,246.34,,,
359_T3_05,16-Nov-05,E058,E550,S850,371.88,,,
7017_T3,18-Aug-01,F058,E550,S850,441.96,,,
3446_T3,05-Aug-98,E058,E575,S850,413.98,,,
4277_T3,07-Jul-99,C048,E575,S850,359.94,,,
6996_T3,16-Aug-01,F058,E575,S850,452.38,,,
2150_T3,16-Oct-96,C049,E600,S850,244.52,,,
7021_T3,17-Aug-01,F059,E600,S850,448.69,,,
4340_T3,22-Jul-99,E059,E600,S850,353,,,
4365_T3,02-Aug-99,E059,E625,S850,275,,,
4262_T3,05-Jul-99,C049,E625,S850,267.05,,,
6991_T3,10-Aug-01,F059,E625,S850,201.68,,,
4374_T3,03-Aug-99,E059,E650,S850,314.12,,,
7006_T3,15-Aug-01,F059,E650,S850,202.42,,,
2139_T3,16-Oct-96,C049,E650,S850,242.08,,,
4376_T3,04-Aug-99,C049,E675,S850,322.69,,,
6981_T3,13-Aug-01,F059,E675,S850,205.51,,,
4346_T3,27-Jul-99,E059,E675,S850,381.9,,,
4377_T3,05-Aug-99,C049,E700,S850,226.84,,,
6970_T3,07-Aug-01,F059,E700,S850,247.07,,,
4324_T3,20-Jul-99,E059,E700,S850,207.63,,,
6957_T3,06-Aug-01,F059,E725,S850,253.4,,,
4435_T3,19-Aug-99,E059,E725,S850,211.01,,,
3732_T3,29-Oct-98,C049,E725,S850,442.22,,,
6990_T3,10-Aug-01,F059,E750,S850,201.45,,,
2561_T3,17-Jul-97,D049,E750,S850,209.13,,,
364_T3_05,29-Nov-05,E059,E750,S850,356.84,,,
3736_T3,30-Oct-98,C049,E750,S850,469.8,,,
6999_T3,13-Aug-01,F059,E775,S850,197.25,,,
